Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,7.320000171661377,7.130000114440918,7.309999942779541,7.139999866485596,159456999.0,6.439913272857666
2010-01-05,7.400000095367432,7.059999942779541,7.159999847412109,7.389999866485596,269085265.0,6.665400505065918
2010-01-06,7.420000076293945,7.210000038146973,7.349999904632568,7.230000019073486,149647481.0,6.521089553833008
2010-01-07,7.269999980926514,7.0,7.21999979019165,7.019999980926514,169879764.0,6.331679821014404
2010-01-08,7.139999866485596,6.980000019073486,7.0,7.110000133514404,113754132.0,6.412855625152588
2010-01-11,7.489999771118164,7.119999885559082,7.489999771118164,7.139999866485596,277981058.0,6.439913272857666
2010-01-12,7.599999904632568,7.090000152587891,7.119999885559082,7.539999961853027,410842410.0,6.800693511962891
2010-01-13,7.849999904632568,7.349999904632568,7.369999885559082,7.619999885559082,441749836.0,6.872848987579346
2010-01-14,7.829999923706055,7.570000171661377,7.699999809265137,7.690000057220459,236402244.0,6.935985565185547
2010-01-15,7.809999942779541,7.610000133514404,7.699999809265137,7.659999847412109,181354841.0,6.9089274406433105
2010-01-18,7.789999961853027,7.46999979019165,7.639999866485596,7.699999809265137,221052870.0,6.945005416870117
2010-01-19,7.730000019073486,7.480000019073486,7.670000076293945,7.559999942779541,179235081.0,6.818732738494873
2010-01-20,7.579999923706055,7.179999828338623,7.559999942779541,7.21999979019165,210626481.0,6.512069225311279
2010-01-21,7.440000057220459,7.119999885559082,7.21999979019165,7.329999923706055,171766515.0,6.611283779144287
2010-01-22,7.429999828338623,7.119999885559082,7.230000019073486,7.28000020980835,169287315.0,6.566186428070068
2010-01-25,7.309999942779541,7.0,7.210000038146973,7.010000228881836,138475706.0,6.322659969329834
2010-01-26,7.079999923706055,6.869999885559082,7.03000020980835,6.909999847412109,114165039.0,6.2324652671813965
2010-01-27,7.059999942779541,6.880000114440918,6.900000095367432,6.960000038146973,106122112.0,6.277562618255615
2010-01-28,7.059999942779541,6.949999809265137,6.980000019073486,7.010000228881836,89665475.0,6.322659969329834
2010-01-29,7.110000133514404,6.920000076293945,6.989999771118164,7.03000020980835,102611949.0,6.340699672698975
2010-02-01,7.019999980926514,6.699999809265137,6.949999809265137,6.739999771118164,127092784.0,6.079133987426758
2010-02-02,6.840000152587891,6.659999847412109,6.789999961853027,6.670000076293945,96063095.0,6.015997886657715
2010-02-03,6.809999942779541,6.460000038146973,6.699999809265137,6.75,129063216.0,6.08815336227417
