2d,Intensity,E
4,0,2.5
4.03,0,2.3
4.06,0,3.8
4.09,,4.2
4.12,,5.6
4.15,0,1.0
4.18,0
4.21,0
4.24,0
4.27,0
4.3,0
4.33,0
4.36,0
4.39,0
4.42,0
4.45,0
4.48,0
4.51,0
4.54,0
4.57,0
4.6,0
4.63,0
4.66,0
4.69,0
4.72,0
4.75,0
4.78,0
4.81,0
4.84,0
4.87,0
4.9,0
4.93,0
4.96,0
4.99,0
5.02,0
5.05,0
5.08,0
5.11,0
5.14,0
5.17,0
5.2,0
5.23,0
5.26,0
5.29,0
5.32,0
5.35,0
5.38,9.92795
5.41,10.3479
5.44,10.7952
5.47,11.272
5.5,11.7811
5.53,12.3255
5.56,12.9085
5.59,13.5339
5.62,14.2057
5.65,14.9289
5.68,15.7087
5.71,16.5511
5.74,17.4632
5.77,18.4527
5.8,19.5287
5.83,20.7015
5.86,21.9832
5.89,23.3876
5.92,24.9308
5.95,26.6318
5.98,28.5128
6.01,30.6001
6.04,32.9249
6.07,35.5248
6.1,38.4446
6.13,41.7392
6.16,45.4754
6.19,49.7355
6.22,54.6222
6.25,60.2642
6.28,66.8251
6.31,74.5153
6.34,83.6087
6.37,94.4672
6.4,107.577
6.43,123.602
6.46,143.47
6.49,168.507
6.52,200.655
6.55,242.856
6.58,299.721
6.61,378.786
6.64,493.026
6.67,666.496
6.7,950.836
6.73,1481.33
6.76,2611.75
6.79,4989.89
6.82,8754.26
6.85,10000
6.88,6503.1
6.91,3430.54
6.94,1857.3
6.97,1133.09
7,769.191
7.03,557.626
7.06,422.1
7.09,330.095
7.12,264.934
7.15,217.182
7.18,181.188
7.21,153.407
7.24,131.529
7.27,114
7.3,99.7422
7.33,87.9932
7.36,78.1985
7.39,69.9485
7.42,62.9355
7.45,56.9244
7.48,51.7336
7.51,47.2205
7.54,43.2723
7.57,39.7986
7.6,36.7264
7.63,33.9963
7.66,31.5593
7.69,29.375
7.72,27.4096
7.75,25.6348
7.78,24.0269
7.81,22.5655
7.84,21.2334
7.87,20.0158
7.9,18.8999
7.93,17.8747
7.96,16.9307
7.99,16.0595
8.02,15.2538
8.05,14.5072
8.08,13.8141
8.11,13.1695
8.14,12.5689
8.17,12.0085
8.2,15.4392
8.23,18.5185
8.26,18.3717
8.29,18.2731
8.32,18.222
8.35,8.90159
8.38,9.30512
8.41,9.73672
8.44,10.199
8.47,10.6951
8.5,11.2281
8.53,11.8021
8.56,12.4212
8.59,13.0902
8.62,13.8148
8.65,14.6011
8.68,15.4566
8.71,16.3894
8.74,17.4092
8.77,18.5271
8.8,19.7561
8.83,21.1115
8.86,22.6112
8.89,24.2763
8.92,26.1321
8.95,28.2088
8.98,30.5428
9.01,33.1784
9.04,36.1698
9.07,39.584
9.1,43.5042
9.13,48.0354
9.16,53.3112
9.19,59.5035
9.22,66.8368
9.25,75.6083
9.28,86.2186
9.31,99.2168
9.34,115.372
9.37,135.789
9.4,162.093
9.43,196.759
9.46,243.69
9.49,309.319
9.52,404.823
9.55,551.298
9.58,795.555
9.61,1262.83
9.64,2269.62
9.67,4339.13
9.7,7298.3
9.73,7537.71
9.76,4625.72
9.79,2423.99
9.82,1333.61
9.85,829.882
9.88,570.663
9.91,417.014
9.94,317.495
9.97,249.425
10,200.928
10.03,165.214
10.06,138.184
10.09,117.249
10.12,100.714
10.15,87.4319
10.18,76.6048
10.21,67.6651
10.24,60.1993
10.27,53.9013
10.3,48.5401
10.33,43.9392
10.36,39.9615
10.39,36.4995
10.42,33.4681
10.45,30.7986
10.48,28.4358
10.51,26.3345
10.54,24.4575
10.57,22.7741
10.6,21.2585
10.63,19.8892
10.66,18.6479
10.69,17.5192
10.72,16.4899
10.75,15.5486
10.78,14.6856
10.81,13.8925
10.84,13.1619
10.87,12.4874
10.9,11.8635
10.93,11.2851
10.96,10.748
10.99,10.2483
11.02,9.78271
11.05,9.34809
11.08,8.94179
11.11,8.56141
11.14,8.26693
11.17,7.93475
11.2,7.62281
11.23,4.02573
11.26,0.0737254
11.29,0.0771222
11.32,0.0807592
11.35,0.0846596
11.38,0.0888493
11.41,0.0933576
11.44,0.0982179
11.47,0.103468
11.5,0.109149
11.53,0.115312
11.56,0.122011
11.59,0.129311
11.62,0.137285
11.65,0.14602
11.68,0.155615
11.71,0.166187
11.74,0.177873
11.77,0.190834
11.8,0.205263
11.83,0.221391
11.86,0.239494
11.89,0.259907
11.92,0.283041
11.95,0.3094
11.98,0.339612
12.01,0.374464
12.04,0.414955
12.07,0.462364
12.1,0.518359
12.13,0.585135
12.16,0.665635
12.19,0.763876
12.22,5.69747
12.25,7.02492
12.28,7.47336
12.31,7.99857
12.34,8.62936
12.37,9.41175
12.4,10.4235
12.43,11.8057
12.46,13.8522
12.49,17.3137
12.52,24.1877
12.55,38.3852
12.58,62.0272
12.61,74.6584
12.64,55.1605
12.67,35.2136
12.7,25.0206
12.73,20.7681
12.76,19.132
12.79,18.6399
12.82,18.76
12.85,19.2801
12.88,20.1024
12.91,21.1819
12.94,22.531
12.97,24.0981
13,25.927
13.03,28.0473
13.06,30.5007
13.09,33.3429
