材料学院,01
交通学院,02
管理学院,03
机电学院,04
能动学院,05
土建学院,06
汽车学院,07
资环学院,08
信息学院,09
计算机学院,10
自动化学院,11
航运学院,12
物流学院,13
理学院,14
化生学院,15
经济学院,16
艺术与设计学院,17
外国语学院,18
文法学院,19
政治与行政学院,20
国际学院,21
